+---------+------------------------------+---------------------+
| section | audit_name                   | audited_at          |
+---------+------------------------------+---------------------+
| audit   | 06_defiant_and_missing_items | 2026-05-24 15:33:11 |
+---------+------------------------------+---------------------+
+-------+--------------------------------------+-----------+-------+----------+----------+---------+---------+--------------+--------+------------+
| id    | Name                                 | minstatus | price | reqlevel | reclevel | classes | slots   | artifactflag | nodrop | attuneable |
|     202174 | Channeler_Olaemos    |   24 |    7653 | Spell: Minor Familiar                              |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   27 |   36365 | Spell: Focus Rudimentary Spellcaster's Essence     |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   28 |   36366 | Spell: Focus Crude Spellcaster's Essence           |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   54 |    7651 | Spell: O`Keil's Embers                             |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   61 |   59657 | Spell: Xalirilan's Lesser Appraisal                |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   64 |   59669 | Spell: Xalirilan's Lesser Discombobulation         |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   65 |   59681 | Spell: Xalirilan's Lesser Extrication              |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   73 |   36364 | Spell: Focus Primitive Spellcaster's Essence       |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   75 |   19541 | Spell: Nexus Gate                                  |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   77 |   15542 | Spell: North Gate                                  |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   79 |    7652 | Spell: Garrisons Mighty Mana Shock                 |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   81 |   15541 | Spell: Tox Gate                                    |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   84 |   15543 | Spell: Fay Gate                                    |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   85 |   36367 | Spell: Focus Makeshift Spellcaster's Essence       |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   86 |   36377 | Spell: Focus Mass Primitive Spellcaster's Essence  |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   87 |   36378 | Spell: Focus Mass Rudimentary Spellcaster's Ess.   |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   88 |   36379 | Spell: Focus Mass Crude Spellcaster's Essence      |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   89 |   27966 | Spell: Grimling Gate                               |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   90 |   79219 | Spell: Blightfire Moors Gate                       |            18 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |    1 |   59844 | Spell: White Fire                                  |            13 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |   44 |   79457 | Spell: Katta Castrum Portal                        |            14 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |   55 |   79213 | Spell: Icefall Glacier Gate                        |            13 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |   56 |   79212 | Spell: Icefall Glacier Portal                      |            13 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |   57 |   79211 | Spell: Translocate: Icefall Glacier                |            13 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |   63 |   79458 | Spell: Katta Castrum Gate                          |            14 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |   69 |   59843 | Spell: Black Ice                                   |            13 |            -1 |              0 |            65535 |
|     202176 | Channeler_Alyrianne  |   70 |   59845 | Spell: Telaka                                      |            13 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   16 |   79216 | Spell: Sunderock Springs Gate                      |            13 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   17 |   79215 | Spell: Sunderock Springs Portal                    |            13 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   18 |   79214 | Spell: Translocate: Sunderock Springs              |            13 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   20 |   77931 | Spell: Undershore Gate                             |            11 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   21 |   77929 | Spell: Undershore Portal                           |            11 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   22 |   78035 | Spell: Arcstone Gate                               |            12 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   23 |   78033 | Spell: Arcstone Portal                             |            12 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   56 |   77932 | Spell: Translocate: Undershore                     |            11 |            -1 |              0 |            65535 |
|     202177 | Channeler_Cerakoth   |   58 |   78036 | Spell: Translocate: Arcstone                       |            12 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |    2 |   19486 | Spell: Translocate: Common                         |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |    3 |   36369 | Spell: Focus Modest Spellcaster's Essence          |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |    4 |   59020 | Spell: Vision Shift                                |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |    7 |   19485 | Spell: Translocate: Nek                            |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |    8 |   27974 | Spell: Translocate:Twilight                        |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   10 |   15605 | Spell: Evacuate: Nek                               |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   11 |   19488 | Spell: Translocate: West                           |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   12 |   30399 | Spell: Wakening Lands Portal                       |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   13 |   15073 | Spell: Gravity Flux                                |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   15 |   19487 | Spell: Translocate: Ro                             |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   16 |   30425 | Spell: Cobalt Scar Portal                          |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   18 |   19489 | Spell: Translocate: Cazic                          |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   19 |   36382 | Spell: Focus Mass Modest Spellcaster's Essence     |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   21 |   59630 | Spell: Bounce                                      |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   22 |   15733 | Spell: Supernova                                   |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   23 |   19509 | Spell: Translocate: Iceclad                        |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   24 |    7655 | Spell: Lesser Familiar                             |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   28 |   19510 | Spell: Translocate: Great Divide                   |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   29 |   15606 | Spell: Evacuate: West                              |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   32 |   19511 | Spell: Translocate: Wakening Lands                 |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   35 |   19512 | Spell: Translocate: Cobalt Scar                    |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   36 |   15732 | Spell: Ice Comet                                   |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   37 |   27979 | Spell: Translocate: Dawnshroud                     |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   38 |   59625 | Spell: Ward of Calrena                             |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   39 |   36370 | Spell: Focus Simple Spellcaster's Essence          |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   40 |   30422 | Spell: Translocate                                 |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   41 |   19534 | Spell: Levitation                                  |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   43 |   19475 | Spell: Translocate: Fay                            |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   44 |   30423 | Spell: Great Divide Portal                         |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   45 |   19539 | Spell: Translocate: Nexus                          |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   47 |   15568 | Spell: West Portal                                 |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   50 |   15602 | Spell: Evacuate: North                             |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   52 |   15563 | Spell: Fay Portal                                  |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   58 |   15561 | Spell: Tox Portal                                  |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   61 |   19540 | Spell: Nexus Portal                                |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   62 |   27968 | Spell: Grimling Portal                             |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   63 |   27976 | Spell: Dawnshroud Gate                             |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   66 |   36368 | Spell: Focus Elementary Spellcaster's Essence      |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   70 |   15564 | Spell: Nek Portal                                  |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   71 |   15603 | Spell: Evacuate: Fay                               |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   72 |   19434 | Spell: Harvest                                     |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   73 |   30417 | Spell: Iceclad Gate                                |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   75 |   15565 | Spell: Cazic Portal                                |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   76 |   30418 | Spell: Iceclad Portal                              |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   77 |   27973 | Spell: Twilight Portal                             |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   78 |   59659 | Spell: Xalirilan's Greater Appraisal               |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   81 |   15861 | Spell: Combine Portal                              |            18 |            -1 |              0 |            65535 |
|     202178 | Channeler_Lariland   |   82 |   36381 | Spell: Focus Mass Elementary Spellcaster's Essence |            18 |            -1 |              0 |            65535 |
+------------+----------------------+------+---------+----------------------------------------------------+---------------+---------------+----------------+------------------+
